run,detailed_lattice_code,final_lattice_code,kT,EE,linker,how_initialized
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_7_chn_num_3_linker_8,coexistance BCC/FCC,BCC/FCC coex.,0.7,7,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.0_eps_-70_EE_7_chn_num_3_linker_8,coexistance BCC/FCC,BCC/FCC coex.,1,7,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_9_chn_num_3_linker_8,FCC,FCC,1.1,9,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_7_chn_num_3_linker_8,coexistance BCC/FCC,BCC/FCC coex.,1.2,7,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_9_chn_num_3_linker_8,FCC,FCC,1.2,9,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_9_chn_num_3_linker_8,FCC,FCC,1.4,9,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_7_chn_num_3_linker_8,coexistance BCC/FCC,BCC/FCC coex.,1.5,7,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.25_eps_-70_EE_8_chn_num_3_linker_8,"mixture, SC and HEX ","mixture, SC and HEX ",0.25,8,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.4_eps_-70_EE_7_chn_num_3_linker_8,SC,SC,0.4,7,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.4_eps_-70_EE_9_chn_num_3_linker_8,SC polycrystal,SC,0.4,9,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.6_eps_-70_EE_7_chn_num_3_linker_8,SC,SC,0.6,7,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.6_eps_-70_EE_9_chn_num_3_linker_8,SC polycrystal,SC,0.6,9,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.75_eps_-70_EE_8_chn_num_3_linker_8,mixture,mixture,0.75,8,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.8_eps_-70_EE_7_chn_num_3_linker_8,mixture,mixture,0.8,7,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.8_eps_-70_EE_9_chn_num_3_linker_8,jammed,jammed,0.8,9,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.0_eps_-70_EE_7_chn_num_3_linker_8,mixture,mixture,1,7,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.0_eps_-70_EE_9_chn_num_3_linker_8,jammed,jammed,1,9,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_8,mixture,mixture,0.65,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,0.8,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,0.9,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.1,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.2,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.4,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.55_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.55,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.57_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.57,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.5,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.62_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.62,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.65_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.65,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.6,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCT_kT_1.1_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.1,6,8-BCT,BCT
crystal_size_3_AC_5_BC_1.0_real_lattice_BCT_kT_1.3_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.3,6,8-BCT,BCT
crystal_size_3_AC_5_BC_1.0_real_lattice_BCT_kT_1.55_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.55,6,8-BCT,BCT
crystal_size_3_AC_5_BC_1.0_real_lattice_BCT_kT_1.5_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.5,6,8-BCT,BCT
crystal_size_3_AC_5_BC_1.0_real_lattice_BCT_kT_1.5_eps_-70_EE_7_chn_num_3_linker_8,coexistance BCC/FCC,BCC/FCC coex.,1.5,7,8-BCT,BCT
crystal_size_3_AC_5_BC_1.0_real_lattice_BCT_kT_1.65_eps_-70_EE_7_chn_num_3_linker_8,melted,melted,1.65,7,8-BCT,BCT
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_8,SC,SC,0.3,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.4_eps_-70_EE_6_chn_num_3_linker_8,SC,SC,0.4,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_8,BCT-altcenter striped,BCT,0.6,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_10_chn_num_3_linker_8,mixture,mixture,0.3,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_10_chn_num_3_linker_8,BCTsqrt6a,BCT,0.5,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.67_eps_-70_EE_6_chn_num_3_linker_8,Ad polycrystal,Ad,0.67,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_10_chn_num_3_linker_8,jammed,jammed,0.7,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,0.75,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.77_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,0.77,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_10_chn_num_3_linker_8,mixture,mixture,0.9,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_10_chn_num_3_linker_8,FCC,FCC,1,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_10_chn_num_3_linker_8,FCC,FCC,1.2,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.341_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.341,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_10_chn_num_3_linker_8,melted,melted,1.4,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.67_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.67,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.69_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.69,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.7,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.71_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.71,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.72_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.72,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.73_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.73,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.74_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.74,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.75_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.75,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.77_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.77,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.78_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.78,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.79_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.79,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.8,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.81_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.81,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.82_eps_-70_EE_6_chn_num_3_linker_8,melted,melted,1.82,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.83_eps_-70_EE_6_chn_num_3_linker_8,melted,melted,1.83,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.832_eps_-70_EE_6_chn_num_3_linker_8,melted,melted,1.832,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.838_eps_-70_EE_6_chn_num_3_linker_8,melted,melted,1.838,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.84_eps_-70_EE_6_chn_num_3_linker_8,melted,melted,1.84,6,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.3_eps_-70_EE_10_chn_num_3_linker_8,mixture with no lattice ID,mixture with no lattice ID,0.3,10,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_10_chn_num_3_linker_8,jammed,jammed,0.5,10,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1,6,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.3_eps_-70_EE_10_chn_num_3_linker_8,BCTsqrt6a,BCT,0.3,10,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.5_eps_-70_EE_10_chn_num_3_linker_8,SC polycrystal,SC,0.5,10,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_10_chn_num_3_linker_8,jammed,jammed,0.7,10,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_8,Ad,Ad,0.7,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_10_chn_num_3_linker_8,jammed,jammed,0.9,10,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_8,SC,SC,0.9,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.0_eps_-70_EE_10_chn_num_3_linker_8,jammed,jammed,1,10,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_8,SC,SC,1,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.1,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.15_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.15,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.2,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.25_eps_-70_EE_6_chn_num_3_linker_8,"mixture (maybe just missing AC), mostly BCC","mixture (maybe just missing AC), mostly BCC",1.25,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.3,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.5,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_8,BCC,BCC,1.7,6,8-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.9_eps_-70_EE_6_chn_num_3_linker_10,melted,melted,1.9,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,1.7,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,1.5,6,6-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_10,BCC + crack,BCC + crack,1.5,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,1.3,6,6-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,1.3,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,1.1,6,6-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_10,"jammed, structured melted","jammed, structured melted",1.1,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_6,SC,SC,0.9,6,6-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_10,SC,SC,0.9,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_6,HEX,HEX,0.7,6,6-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.7,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_6,SC,SC,0.5,6,6-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_10,"jammed, structured matter","jammed, structured matter",0.5,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_6,maybe HEX,maybe HEX,0.3,6,6-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_10,SC,SC,0.3,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,0.85,6,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.85,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,0.8,6,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.8,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,0.75,6,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.75,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.74_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.74,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.72_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.72,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.70_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.7,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.67_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.67,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.65,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.63_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.63,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.61_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.61,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_6,"lattice no ID, mixture","lattice no ID, mixture",0.6,6,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.6,6,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.9_eps_-70_EE_6_chn_num_3_linker_10,melted,melted,1.9,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,1.7,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,1.5,6,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,1.1,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,0.9,6,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.9,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,0.85,6,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.85,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,0.8,6,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.8,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,0.75,6,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.75,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.74_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.74,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.73_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.73,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.72_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.72,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.71_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.71,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,0.7,6,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_10,HCP,HCP,0.7,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.67_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.67,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.65,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.63_eps_-70_EE_6_chn_num_3_linker_10,HCP,HCP,0.63,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.61_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,0.61,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_6,SC,SC,0.6,6,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_10,"mixture,maybe jammed","mixture,maybe jammed",0.6,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_6,SC,SC,0.5,6,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_10,"mixture, slabs of different lattices","mixture, slabs of different lattices",0.5,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_6,SC,SC,0.3,6,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_10,SC,SC,0.3,6,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,1.6,6,6-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,1.6,6,10-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_6,BCC,BCC,1.4,6,6-SC,SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_10,BCC,BCC,1.4,6,10-SC,SC
