run,run_dir,final_lattice_code,BC_deloc_code,nframes,final_crystal_shape,BC_spatial_distribution,other_notes,gr_messiness,weird_features,how_initialized,kT,EE,chain_num,linker
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_7_chn_num_3_linker_10,"",mixture,medium_low,133,mixture of different crystals,"spatially dependent, neat crosses or hexes",double coord num 12.66,almost pristine peaks,BCC + FCC(?),BCC,1.6,7,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_7,"",mixture,NA,386,jammed mixture,,double coord num 8,almost pristine peaks but convoluted,mixture(?),BCC,0.7,4,3,7
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_7,"",no ID,medium_low,386,lattice no ID,neat,quadruple coord num 16,messy BCT peaks,deformed BCT (?),BCC,0.9,4,3,7
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_8_chn_num_3_linker_10,"",fluid,NA,120,jammed,homogenous,double coord num 14.3,"two pristine peaks, liquid like afterwards",trying to form structure but failing,BCC,0.8,8,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_12,chain_len,no ID,NA,136,"lattice, no ID",4-point diamonds/offest squares,BCT??,almost pristine,none,BCC,1.3,4,3,12
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_7,chain_len,BCC,medium,136,BCC,"crosses, a little messy",none,very broad peaks,none,BCC,1.3,4,3,7
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_8,chain_len,BCT,medium,136,BCT,"kind of messy 4-point diamonds/offest squares, slanted BCT","starts messy, becomeslattice","almost pristine, peaks a little broad",none,BCC,1.3,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_12,chain_len,no ID,low,136,"lattice, no ID",localized in weird line things,BTC? box is tilted,almost pristine,none,BCC,1.5,4,3,12
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_7,chain_len,BCC,high,136,BCC,very messy crosses,second peak is hard to see,"broad peaks, overlapping",none,BCC,1.5,4,3,7
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses,second peak is hard to see but there,"broad peaks, overlapping",none,BCC,1.5,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.1_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, broad peaks",tetrahedral sim box,FCC,2.1,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.0_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, broad peaks",tetrahedral sim box,FCC,2,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.95_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, broad peaks",tetrahedral sim box,FCC,1.95,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.9_eps_-70_EE_4_chn_num_3_linker_10,"",no ID,low,136,"lattice, no ID",localized in weird line things,"ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box,FCC,1.9,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_10,"",no ID,low,136,"lattice, no ID",localized in weird line things,"ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box,FCC,1.7,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_10,"",no ID,low,136,"lattice, no ID",localized in weird line things,"ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box,FCC,1.5,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_10,"",no ID,low,136,"lattice, no ID",localized in weird line things,"ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box,FCC,1.3,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_10,"",fluid,low,136,"lattice, no ID (prsence of jammed planes)",localized in weird line things,quadruple coord num 16,overlapped peaks but indentifiable ones,tetragonal sim box,BCC,0.9,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_10,"",NA,medium_low,136,HCP type llatice with insterted layer of ACs,"region dependent, neat sublattices",double coord num 8,crystalline peaks,"maybe NiAs, peaks: 10.4, 11.5, 14.4, 18, 18.3",BCC,0.7,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_4_chn_num_3_linker_10,"",fluid,medium_low,136,jammed lattice no ID,neat sublattice,"coord num 8, double coord num 18",FCC/SC peaks,jammed but has crystalline peaks,BCC,0.5,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_4_chn_num_3_linker_10,"",SC,low,136,SC,very neat squares,"coord num 6, double coord num 18",FCC/SC peaks,triclinic sim box,BCC,0.3,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.1_eps_-70_EE_4_chn_num_3_linker_10,"",fluid,NA,136,HEX possibly jammed,jammed sublattice,"coord num 8, double coord num 18",FCC/SC peaks,"jammed but has crystalline peaks, offset  2D square packed layers",BCC,0.1,4,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,NA,136,BCT,"space spanning rhombuses, well dfined sublattice",triple coord num 16,BCT peaks,"It is like the case of 3 EE but the lattice is better defined, this is the same crystal from row 534 (BCC_kt_1.1_ee_4), c = 2a in both cases!",FCC,1.3,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_4_chn_num_3_linker_6,"",BCT,medium,135,BCT,"region dependent, localized points to hopping/messy regions",triple coord num 16,"BCT peaks, initial triple peak, broad peaks",none,FCC,1,4,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_6,"",BCT,medium,135,BCT,"region dependent, localized points to hopping/messy regions",triple coord num 16,"BCT peaks, initial triple peak, broad peaks",some lattice points are offset,FCC,0.9,4,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_6,"",no ID,NA,135,lattice no ID,chain links,coord num 8,pristine peaks,lattice points are connected by chain links of the small particles,FCC,0.8,4,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_6,"",no ID,NA,135,lattice no ID,chain links,coord num 8,pristine peaks,lattice points are connected by chain links of the small particles,FCC,0.7,4,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.39_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,medium_low,135,BCT,neat sublattice,triple coord num 16,"BCT peaks, triple peak",none,BCC,1.39,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.37_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,medium_low,135,BCT,neat sublattice,triple coord num 16,"BCT peaks, triple peak",transforms by shearing from BCC to BCT at frame 41,BCC,1.37,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.38_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,medium,135,BCT,messy sublattice,triple coord num 16,"BCT peaks, triple peak",transforms by shearing from BCC to BCT at frame 20,BCC,1.38,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.36_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,NA,135,BCT,ordered sublattice,triple coord num 15.9,"BCT peaks, triple peak, very broad peaks",seems a little deformed,BCC,1.36,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_4_chn_num_3_linker_8,"",NA,medium,135,BCT and defects,messy sublattice and ordered sublattice,triple coord num 16,"BCT peaks, broad peaks",lines that separte the crystal in domains,BCC,1,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.35_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,medium_low,135,BCT,neat sublattice,triple coord num 16,"BCT peaks, triple peaks",none,BCC,1.35,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.325_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,medium_low,135,BCT,neat sublattice,triple coord num 16,"BCT peaks, triple peaks",none,BCC,1.325,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.375_eps_-70_EE_4_chn_num_3_linker_8,"",mixture,medium,135,coexistance BCT/messy lattice,messy sublattice,triple coord num 15.9,"BCT peaks, triple peaks",none,BCC,1.375,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,high,135,BCC,very messy crosses,double coord num 14,"BCC peaks, very broad peaks",low diffusion,FCC,1.7,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_8,"",no ID,low,135,lattice no ID,sublattice localized on planes,coord num 8,very neat,small particles move alone planes and do not seem to jump between them,BCC,0.7,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,high,135,BCC,very messy crosses,double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.7,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,high,135,BCC,very messy crosses,double coord num 14,"BCC peaks, very broad peaks",none,FCC,1.6,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,high,135,BCC,very messy crosses,double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.6,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_8,"",NA,medium,135,BCT polycrystal,messy sublattice,triple coord num 15.9,"BCT peaks, triple peaks",BCT domains that are mostly perpendicular to thier neighboring cell,BCC,1.1,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,high,135,BCC,very messy crosses,double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.4,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,medium_low,135,BCT,neat sublattice,triple coord num 16,"BCT peaks, triple peaks",there could be four peaks instead of three,BCC,0.9,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,medium,135,BCT,messy sublattice,triple coord num 16,"BCT peaks, triple peaks",none,FCC,1.5,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_8,"",NA,medium,135,deformed BCT,messy sublattice,triple coord num 16,"BCT peaks, triple peaks",kinetically trapped lattice points/regions,BCC,1.2,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_8,"",NA,NA,135,deformed BCT,sublattice,quadruple coord num 16,"BCT peaks, quadruple peak",kinetically trapped regions of BCTs,BCC,0.8,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_8,"",NA,medium,135,deformed BCC,messy crosses,double coord num 14,"BCC peaks, very broad peaks",lattice seeme to be shriveling,FCC,1.4,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_4_chn_num_3_linker_8,"",NA,medium,135,deformed BCT,neat localized points but messy global sublattice,quadruple coord num 16,"BCT peaks, quadruple peak",things seem kinetically trapped,FCC,1,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_8,"",NA,medium,135,deformed BCT,neat localized points but messy global sublattice,triple coord num 16,"BCT peaks, triple peak",things seem kinetically trapped,FCC,1.1,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_8,"",NA,medium,135,deformed BCT,neat localized points but messy global sublattice,quadruple coord num 16,"BCT peaks, quadruple peak","things seem kinetically trapped, equilibrates around frame 63",FCC,0.9,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_8,"",BCT,medium_low,135,BCT,neat sublattice,triple coord num 16,"BCT peaks, triple peaks",none,FCC,1.2,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_8,"",NA,medium,135,deformed BCT,neat localized points but messy global sublattice,triple coord num 16,"BCT peaks, triple peaks",slanted unit cells,FCC,0.8,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_8,"",fluid,NA,135,jammed structure,homogenous,double coord num 16.4,very broad peaks,becomes more crystal like over time,FCC,0.7,4,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,NA,136,BCC,crosses,5th peak seems to be off,almost pristine,none,BCC,1.1,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,NA,136,BCC,crosses,none,almost pristine,none,BCC,1.3,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_4,chain_len,fluid,high,136,liquidy,pretty homogeneous,none,liquidy,none,BCC,1.3,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,medium,136,BCC,crosses (a little messy),none,"almost pristine, peaks a little messy",none,BCC,1.3,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,NA,136,BCC,crosses,none,"almost pristine, peaks a little messy",none,BCC,1.3,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,NA,136,BCC,crosses,none,pristine,none,BCC,1.5,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_4,chain_len,fluid,NA,136,gas,,,,,BCC,1.5,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_8,chain_len,SC,NA,136,SC,squares,triclinic box,pristine,none,FCC,0.3,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_8,chain_len,SC,NA,136,SC,squares,triclinic box,pristine,none,FCC,0.5,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_8,chain_len,no ID,low,136,"lattice, no ID",localized - aligned Xs or neigboring hexes?,BCC peaks but looks hexy?,pristine,none,FCC,0.7,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_8,chain_len,no ID,low,136,"lattice, no ID",localized - aligned Xs or neigboring hexes?,BCC peaks but looks hexy?,pristine,none,FCC,0.9,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,no ID,low,133,"lattice, no ID","localized, offset hexes/stacked Xs",BCC peak values but looks hex-y or FCC-like from certain angles,almost pristine,none,FCC,1.1,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_8,chain_len,mixture,low,136,mixture,localized into slanted lines,"vaguely BCC, but hard to say",broad peaks,weird stripe things looking down X axis,FCC,1.1,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,mixture,NA,129,mixture BCC/BCT/FCC (haven't lookedat g(r)),very locatlized,"","",stripes/mixture,FCC,1.3,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,NA,136,BCC,very locatlized; aligned Xs and neighboring,none,almost pristine,none,FCC,1.3,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,no ID,medium_low,118,"lattice, no ID",neat offset hexes/Xs,none,almost pristine,"looks crooked (BCC peaks, BCC slices from diagonal, FCC slices from faces)",FCC,1.5,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_8,chain_len,no ID,medium_low,136,"lattice, no ID",neat offset hexes/Xs,none,medium pristine,"BCC peaks, but squashed FCC or hex=y slices",FCC,1.5,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_8,chain_len,no ID,medium,136,"lattice, no ID",messy-ish Xs,none,almost pristine (broad-ish peaks),"BCC peaks, but squashed FCC or hex-y slices, BCC slices from corners",FCC,1.7,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.9_eps_-70_EE_6_chn_num_3_linker_8,chain_len,fluid,NA,71,gas,"NA
",none,"NA
",,FCC,1.9,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.2_eps_-70_EE_6_chn_num_3_linker_8,chain_len,HEX,NA,136,HEX,honeycomb sublattice,coord num 8; FCC/SC peaks; looks HEX from a certain axis,almost pristine,none,BCC,0.2,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_8,chain_len,mixture,NA,136,mixture (SC + something else),"",coord num 6,wierd tails on almost pristine peaks,"",BCC,0.3,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.4_eps_-70_EE_6_chn_num_3_linker_8,chain_len,mixture,NA,136,mixture (SC + something else),squares + zig-zag GB,coord num 6,wierd tails on almost pristine peaks,none,BCC,0.4,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_8,chain_len,mixture,NA,136,mixture (SC + something else),"","",overlapping pristine peaks,"",BCC,0.5,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_8,chain_len,mixture,NA,136,mixture (BCC + something else),"",two phases visible n_y direction,overlapping pristine peaks,"",BCC,0.6,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_8,chain_len,HCP,NA,136,HCP,interlocking circles and arrows,double coord num 6; looks like ACs are As in NiAs: http://wwwchem.uwimona.edu.jm/courses/nias.html,almost pristine,"solidifies around from frame 55. 
Peaks: 
10.45
11.25
13.45
14.95
19.15
20.65",BCC,0.7,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.35_eps_-70_EE_6_chn_num_3_linker_8,chain_len,fluid,high,121,"jammed, glass",very messy,coord num 7,two clear peaks and then liquid like,none,A15,0.35,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.75_eps_-70_EE_6_chn_num_3_linker_8,chain_len,fluid,high,102,"jammed, glass",very messy,coord num 7,two clear peaks and then liquid like,none,A15,0.75,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_1.35_eps_-70_EE_6_chn_num_3_linker_8,chain_len,fluid,NA,86,liquid like that is congealing ito a condensed structure,,,lquid,,A15,1.35,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_8,chain_len,mixture,NA,136,mixture; maybe jammed lattice,"broad honeycomb / broad totem poles
 | things",,clear peaks with extra hump things,none,BCC,0.65,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,low,136,BCC,very neat crosses,num coord of first and second nearest neighbors 14,almost pristine,none,BCC,0.8,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,low,136,BCC,very neat crosses,num coord of first and second nearest neighbors 14,almost pristine,none,BCC,0.9,6,3,8
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,low,136,BCC,very neat crosses,num coord of first and second nearest neighbors 14,almost pristine,none,BCC,1,6,3,8
