run,run_dir,final_lattice_code,BC_deloc_code,nframes,final_crystal_shape,BC_spatial_distribution,other_notes,gr_messiness,weird_features,how_initialized,kT,EE,chain_num,linker
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction",FCC,0.65,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.63_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction",FCC,0.63,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.61_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction",FCC,0.61,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_6,chain_len,mixture,NA,136,"lattice no ID, mixture","layers, slabs","coord num 7.16, seems to be transitioning between SC and HEX","FCC peaks, pristine",transition lattice,FCC,0.6,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, left shouldering peak on the first peak ","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction",FCC,0.6,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.9_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,gas,,,"gas
",,BCC,1.9,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,crack,medium,136,BCC + crack,messy crosses + crack thing,double coordnumber 13.6,broad peaks,crack,BCC,1.9,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,gas,,,"gas
",,BCC,1.7,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, broad peaks",none,BCC,1.7,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.5,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1.1,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,NA,136,BCC,crosses,double coord num 14,"BCC peaks, pristine",none,BCC,0.9,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine ",perceptible small messy region of BCs propagate,BCC,0.9,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,NA,136,BCC,crosses,double coord num 14,"BCC peaks, pristine",none,BCC,0.85,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.85,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,NA,136,BCC,crosses,double coord num 14,"BCC peaks, pristine",none,BCC,0.8,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.8,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,NA,136,BCC,crosses,double coord num 14,"BCC peaks, pristine",none,BCC,0.75,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.75,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.74_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.74,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.73_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.73,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.72_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary",BCC,0.72,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.71_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.71,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",fewer perceptible small messy region of BCs propagate,BCC,0.7,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,HCP,high,136,HCP,neat sublattice but delocaliztion regions,"double coord num 6; 10.5, 11.47, 13.68, 15.16, 19.3",crystalline peaks,non cubic sim box,BCC,0.7,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.67_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary",BCC,0.67,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary",BCC,0.65,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.63_eps_-70_EE_6_chn_num_3_linker_10,chain_len,HCP,high,136,HCP,neat sublattice but delocaliztion regions,"double coord num 6; 10.53, 11.36, 13.62, 15.2 19.2",crystalline peaks,non cubic sim box,BCC,0.63,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.61_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary",BCC,0.61,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,medium_low,136,SC,neat squares,coord num 6,"SC peaks, pristine",slanted sim box,BCC,0.6,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_10,chain_len,mixture,medium_low,136,"mixture,maybe jammed","neat
","","clear peaks, messy at long range
",mixture,BCC,0.6,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,low,136,SC,very neat squares,coord num 6,"SC peaks, pristine",slanted sim box,BCC,0.5,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,mixture,medium_low,136,"mixture, slabs of different lattices",neat sublattice,"coord num 6; 10.43, 11.4, 13.5, 15, 16",crystalline peaks,slanted sim box,BCC,0.5,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,low,136,SC,very neat squares,coord num 6,"SC peaks, pristine",slanted sim box,BCC,0.3,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,SC,low,136,SC,very neat squares,coord num 6,"SC peaks, pristine",slanted sim box,BCC,0.3,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.1_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,"lattice no ID, possibly jammed ","almost squares, ordered sublattice",coord num 6,crystalline peaks,layered crystalline planes,BCC,0.1,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,SC,medium_low,136,SC,neat squares,coord num 6,"SC peaks, pristine",slowly expands to form square sublattice,BCC,0.1,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_1.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,NA,66,liquid,,,,,A15,1.9,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_1.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,NA,88,glass,,,,,A15,1.7,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_1.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,liquid,,,,,A15,1.5,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_1.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,NA,136,BCC,crosses,none,"BCC like peaks, very broad",congeals/nucleates into BCC at 121,A15,1.3,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_1.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,NA,136,glass,,,,,A15,1.3,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_1.1_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,jammed/glass,,,,,A15,1.1,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_1.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,NA,93,jammed/glass,,,,,A15,1.1,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.9_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,jammed/glass,,,,,A15,0.9,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,NA,92,jammed/glass,,,,,A15,0.9,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.7_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,jammed/glass,,,,,A15,0.7,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,NA,102,jammed/glass,,,,,A15,0.7,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,jammed/glass,,,,,A15,0.5,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,NA,121,jammed/glass,,,,,A15,0.5,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,jammed/glass,,,,,A15,0.3,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,NA,136,jammed/glass,,,,,A15,0.3,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.1_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,NA,136,jammed/glass,,,,,A15,0.1,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_A15_kT_0.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,NA,136,jammed/glass,,,,,A15,0.1,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,high,136,BCC,very messy crosses,lots of AC motion,BCC peaks on ave; very broad peaks,triclinic sim box,SC,1.6,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,NA,136,BCC,crosses,double coord num 14,"BCC peaks, almost pristine",20 frames until it becomes crystalline,SC,1.6,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, broad peaks",triclinic sim box,SC,1.4,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_10,run for longer,BCC,NA,136,BCC,"",double coord num 13.6,BCC peaks on ave; broad peaks,"triclinic sim box, doesn't crystalize until frame 127",SC,1.4,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,medium,136,BCC,vesy messy crosses,double coord num 14,"BCC peaks, broad peaks",triclinic sim box,SC,1.2,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine",triclinic sim box,SC,1.2,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_2.5_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,136,gas,,,,,BCC,2.5,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_2.0_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,136,gas with liquid droplets,,,,,BCC,2,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.99_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,102,gas with liquid droplets,,,,,BCC,1.99,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.97_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,136,liquid,,,,,BCC,1.97,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.96_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,93,gas with liquid droplets,,,,,BCC,1.96,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.95_eps_-70_EE_6_chn_num_3_linker_10,"",NA,high,136,"BCC, two planes of melted ACs","region dependent, crosses and delocalized",double coord num 13.4,"BCC peaks, broad peaks",maybe solid-liquid equilibrium,BCC,1.95,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.9_eps_-70_EE_6_chn_num_3_linker_4,"",fluid,NA,136,gas,,,,,BCC,1.9,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_4,"",fluid,NA,136,gas,,,,,BCC,1.7,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,high,136,BCC,very messy crosses,double coord num 13.8,"BCC peaks, broad peaks",none,BCC,1.6,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1.6,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, broad peaks",none,BCC,1.4,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1.4,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,medium_low,136,BCC,(neat) crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1.2,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1.2,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, broad peaks",none,BCC,1.1,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,0.9,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,0.7,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_4,"",no ID,medium_low,136,"lattice, no ID",neat sublattice,"coord num 10, double coord num 14",crystalline peaks,"peaks: 10.95, 13.35, 17.35, 18.95, 21.85",BCC,0.5,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_4,"",HEX,low,136,HEX,very neat sublattice,"coord num 8, double coord num 18",FCC/SC peaks,hexagonal sublattice in the 111 direction,BCC,0.3,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.1_eps_-70_EE_6_chn_num_3_linker_4,"",NA,NA,136,HEX/SC,jammed sublattice,coord num 6,"extraneous first peak, otherwise FCC/SC peaks",jammed but has crystalline peaks,BCC,0.1,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.75_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine",traces of mobile delocalized region,BCC,1.75,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.85_eps_-70_EE_6_chn_num_3_linker_10,run for longer,BCC,high,136,BCC,"crosses, delocalized region caused by point defect (AC off lattice point) ",double coord num 14,"BCC peaks, almost pristine","",BCC,1.85,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,NA,136,BCC,crosses,double coord num 14,"BCC peaks, almost pristine",,BCC,1.8,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_2.2_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,136,gas,,,,expands from liquid to gas at frame 50,BCC,2.2,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_2.1_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,136,gas,,,,expands from liquid to gas at frame 20-25,BCC,2.1,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_2.05_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,136,gas with liquid droplets,,,,,BCC,2.05,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.65_eps_-70_EE_6_chn_num_3_linker_6,"",fluid,NA,136,liquid,,,"two identifiable peaks, rest is not",,BCC,1.65,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.28_eps_-70_EE_6_chn_num_3_linker_4,"",fluid,high,136,liquid,very messy crosses,double coord num 13.7,"BCC peaks, very borad peaks",none,BCC,1.28,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.25_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,high,136,BCC,very messy crosses,double coord num 13.9,"BCC peaks, very broad peaks",none,BCC,1.25,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.23_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,high,136,BCC,very messy crosses,double coord num 13.95,"BCC peaks, very broad peaks",none,BCC,1.23,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.2,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine peaks",traces of mobile delocalized region,BCC,1,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,NA,136,BCC,crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,0.8,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_4,"",no ID,NA,136,lattice no ID,"slanted cubes, layered sublattice","coord num 8, double coord num 20","SC/FCC peaks, pristine",cannot identify what crystal it is even though it has known peaks,BCC,0.6,6,3,4
