run,run_dir,final_lattice_code,nframes,final_crystal_shape,BC_spatial_distribution,use_anneal,other_notes,gr_messiness,weird_features
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/messy lattice,116,coexistance BCC/messy lattice,localized sublattice to very messy regions,"",double coord num 14.3,"BCC peaks, broad peaks",lattice points slowly congeal to ordered state
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/FCC,111,coexistance BCC/messy lattice,localized crosses to messy crosses,no,double coord num 13.8,"BCC peaks, broad peaks",lattice points slowly congeal to ordered state
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_7_chn_num_3_linker_8,"",coexistance BCC/messy lattice,100,coexistance BCC/messy lattice,localized crosses to messy crosses,"",double coord num 13.1,"BCC peaks, very broad and shouldering peaks","lattice points slowly congeal to ordered state, there's much more messy region than ordered"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,135,BCT2a,pristine sublattice,"",triple coord num 16,"BCT peaks, triple peak",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a polycrystal,135,BCT2a polycrystal,pristine sublattice,"",triple coord num 16,"BCT peaks, triple peak","displaces lattice points, maybe onset of transition between BCT and BCC"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_5_chn_num_3_linker_8,"",pending - BCC with wave,135,pending - BCC with wave,"wavy crosses, may ressemble BCT sublattice","",double coord num 14,"BCCish peaks, broad peaks","lattice is wavy, becomes deformed over simulation time"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_5_chn_num_3_linker_8,"",pending - BCC with wave,135,pending - BCC with wave,"wavy crosses, may ressemble BCT sublattice","",double coord num 14,"BCCish peaks, broad peaks","lattice is wavy, becomes deformed over simulation time"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_6,"",BCT2a-altcenter,135,BCT2a-altcenter,ordered sublattice,"",triple coord num 16,"BCT peaks, triple peak",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_6,"",BCC,135,BCC,very messy croses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.39_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peak",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.37_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peak",transforms by shearing from BCC to BCT at frame 41
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.38_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,messy sublattice,"",triple coord num 16,"BCT peaks, triple peak",transforms by shearing from BCC to BCT at frame 20
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.36_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,ordered sublattice,"",triple coord num 15.9,"BCT peaks, triple peak, very broad peaks",seems a little deformed
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks","none, lots hopping means low diffusion"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,crosses,"",double coord num 14,"BCC peaks, pristine peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,crosses,"",double coord num 14,"BCC peaks, pristine peaks","none, low diffusing particles"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks,  pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a polycrystal,135,BCT2a polycrystal,ordered sublattice,"",triple coord num 16,"BCT peaks, triple peaks",BCT with offset lattice points that seem to create two large BCT domains
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",becomes BCC until frame 42
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",the lattice shrivels overtime until a min length
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine peaks",there seem to be breathing modes present
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,135,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine peaks",there seem to be breathing modes present
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_6,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_6,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_6,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.35_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.325_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.375_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a polycrystal,messy sublattice,yes,triple coord num 15.9,"BCT peaks, triple peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",low diffusion
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_8,"",SH,135,SH,sublattice localized on planes,"",coord num 8,very neat,small particles move alone planes and do not seem to jump between them
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a polycrystal,135,BCT2a polycrystal,messy sublattice,"",triple coord num 15.9,"BCT peaks, triple peaks",BCT domains that are mostly perpendicular to thier neighboring cell
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a-altcenter,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",there could be four peaks instead of three
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,messy sublattice,yes,triple coord num 16,"BCT peaks, triple peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a polycrystal,135,BCT2a coex,messy sublattice,yes,triple coord num 16,"BCT peaks, triple peaks","lines that separte the crystal in domains, BCT domains that are mostly perpendicular to thier neighboring cell"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a polycrystal,135,BCT2a polycrystal,messy sublattice,"",triple coord num 16,"BCT peaks, triple peaks",kinetically trapped lattice points/regions
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a-altcenter,sublattice,yes,quadruple coord num 16,"BCT peaks, quadruple peak",kinetically trapped regions of BCTs
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,135,BCC,messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",lattice seeme to be shriveling
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter polycrystal,135,BCT2a-altcenter,neat localized points but messy global sublattice,no,quadruple coord num 16,"BCT peaks, quadruple peak",things seem kinetically trapped
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a polycrystal,135,BCT2a polycrystal,neat localized points but messy global sublattice,"",triple coord num 16,"BCT peaks, triple peak",things seem kinetically trapped
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a-altcenter,neat localized points but messy global sublattice,"",quadruple coord num 16,"BCT peaks, quadruple peak","things seem kinetically trapped, equilibrates around frame 63"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a-altcenter,neat localized points but messy global sublattice,yes,triple coord num 16,"BCT peaks, triple peaks",slanted unit cells
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_8,"",jammed,135,jammed,homogenous,"",double coord num 16.4,very broad peaks,becomes more crystal like over time
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_3_chn_num_3_linker_8,"",melting,135,melting,,"",,liquid,
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_3_chn_num_3_linker_8,"",melting,135,melting,,"",,liquid,
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_3_chn_num_3_linker_8,"",jammed,135,jammed,,no,,,
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,,yes,,,"seems to form into BCT over time, slow dynamics"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_8,"",jammed,135,jammed,,no,,,
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,,yes,,,"seems to form into BCT over time, slow dynamics"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_3_chn_num_3_linker_8,"",BCTsqrt(10/3)-altcenter,135,BCTsqrt(10/3)-altcenter,messy sublattice,yes,triple coord num 16,"BCT peaks, triple peaks","low diffusion, slow kinetics"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_3_chn_num_3_linker_8,"",BCTsqrt(10/3)-altcenter,135,BCTsqrt(10/3)-altcenter,messy sublattice,yes,triple coord num 16,"BCT peaks, triple peak","low diffusion, slow kinetics"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,,yes,,,
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,,yes,,,
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_3_chn_num_3_linker_8,"",A20,135,A20,sublattice,yes,coord num 8,almost pristine peaks,some regions look kinetically trapped or disordered/rotated unit cells with global crystal
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,A20 polycrystal,sublattice,yes,coord num 8,almost pristine peaks,some regions look kinetically trapped or disordered/rotated unit cells with global crystal
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_8,"",SH polycrystal,135,SH,sublattice,no,coord num 8,FCC/SC pristine peaks,small particles move alone planes and do not seem to jump between them
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_3_chn_num_3_linker_8,"",melting,135,melting,,"",,liquid,
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_3_chn_num_3_linker_8,"",melting,135,melting,,"",,liquid,
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_3_chn_num_3_linker_8,"",jammed,135,jammed,,"no, rerun",,liquid,
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,,"no, rerun",,,equilibrates at frame 94
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_3_chn_num_3_linker_8,"",SH,135,SH,sublattice,"",coord num 8,FCC/SC pristine peaks,small particles move alone planes and do not seem to jump between them
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,A20 polycrystal,localized local sublattice but messy global sublattice,yes,"triple coord num 16, coord num 8","BCT peaks, almost pristine peaks",slanted unit cells
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,,"no, rerun",,,
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_12_chn_num_3_linker_4,"",structured liquid,274,structured liquid,liquid like,"",,two pristine peaks but turns into liquid,
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_12_chn_num_3_linker_6,"",almost crystalline,177,almost crystalline,somewhat ordered,"",double coord num 13.4,two pristine peaks but then very messy,""
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_12_chn_num_3_linker_8,run for longer,almost crystalline,106,almost crystalline,somewhat ordered,"",double coord num 13.2,pristine,ACs are also mobile
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_3_chn_num_3_linker_6,"",A20,386,A20,very ordered,"","coord num 8, triple coord num 18",pristine,"could be stacked HEX structure, 10.25        
13.15        1.282926829
14.45        1.098859316
17.85        1.235294118
19.85        1.112044818
21.35        1.075566751"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_6,"",A20,386,A20,very ordered,"","coord num 8, triple coord num 18",pristine,"could be stacked HEX structure, 10.35        
13.25        1.280193237
14.55        1.098113208
18.05        1.240549828
19.95        1.105263158
21.45        1.07518797"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_6,"",BCTsqrt(10/3)-altcenter,386,BCTsqrt(10/3)-altcenter,ordered sublattice,"","triple coord num 16, c = 2a",almost pristine peaks,""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_3_chn_num_3_linker_6,"",BCC,386,BCC,very messy crosses,"",double coord num 14,messy peaks,looks like a combination of BCC and BCT peaks
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_7_chn_num_3_linker_10,"",jammed mixture,150,jammed mixture,very neat crosses but jammed regions,"",double coord num 13.3,almost pristine peaks,looks like jammed BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_7_chn_num_3_linker_10,"",coexistance BCC/FCC,138,jammed mixture,very neat crosses but jammed regions,no,double coord num 13.3,almost pristine peaks,looks like jammed BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_7_chn_num_3_linker_10,"",mixture of different crystals,125,mixture of different crystals,"spatially dependent, neat crosses or hexes","",double coord num 13,almost pristine peaks,BCC + FCC(?)
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_7_chn_num_3_linker_10,"",mixture of different crystals,133,mixture of different crystals,"spatially dependent, neat crosses or hexes","",double coord num 12.66,almost pristine peaks,BCC + FCC(?)
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_7,"",SHa - polycrystal? - coex w cubic layer,386,SHa - polycrystal? - coex w cubic layer,,"",double coord num 8,almost pristine peaks but convoluted,mixture(?)
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_7,"",BCT2a-altcenter,386,BCT2a-altcenter,neat,"",quadruple coord num 16,messy BCT peaks,deformed BCT (?)
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_8_chn_num_3_linker_10,"",jammed,120,jammed,homogenous,"",double coord num 14.3,"two pristine peaks, liquid like afterwards",trying to form structure but failing
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_8_chn_num_3_linker_10,"",fluid,101,fluid,,"",,liuid like,
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_4_chn_num_3_linker_6,"",BCT2a-altcenter,136,BCT0.88a,"",yes,"",broad peaks,""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_4,"","",327,und,"","","","",""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_4,"","",319,und,"","","","",""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_3_chn_num_3_linker_4,"","",386,und,"","","","",""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_3_chn_num_3_linker_10,"","",271,und,"","","","",""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_10,"","",275,und,"","","","",""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_10,"","",305,und,"","","","",""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_3_chn_num_3_linker_10,"","",283,und,"","","","",""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_3_chn_num_3_linker_8,"","",386,und,"","","","",""
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_3_chn_num_3_linker_4,"","",344,und,"","","","",""
